"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3PB5A5BD0W4H2EVUPFUOAMI0ELKG7N","A2MWAXV1YRK5GH","Approved","Thu Nov 14 17:53:54 PST 2019","Thu Nov 14 18:05:56 PST 2019","Sun Nov 17 18:05:56 PST 2019","Thu Nov 14 18:13:04 PST 2019","","","722","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","31UV0MXWNRAGB1N6RAFUXEHK2PWI5B","AKZ8SFOAI4RZN","Approved","Thu Nov 14 11:08:15 PST 2019","Thu Nov 14 11:21:25 PST 2019","Sun Nov 17 11:21:25 PST 2019","Thu Nov 14 18:13:00 PST 2019","","","790","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3UXUOQ9OKFVGSNIR3F2EE07XGO17AS","A2YAYHZYI7M3HD","Approved","Thu Nov 14 12:09:35 PST 2019","Thu Nov 14 12:22:47 PST 2019","Sun Nov 17 12:22:47 PST 2019","Thu Nov 14 18:13:06 PST 2019","","","792","100% (2/2)","100% (2/2)","100% (1/1)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3SNLUL3WO5LZMHLRDEKFX61SIAJULJ","A18G2CLYSTENK","Approved","Thu Nov 14 11:08:20 PST 2019","Thu Nov 14 11:21:42 PST 2019","Sun Nov 17 11:21:42 PST 2019","Thu Nov 14 18:13:05 PST 2019","","","802","100% (2/2)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","308Q0PEVB9BZCOPIU0SB9UMMOMUI9J","A2NJ7N8INZOB00","Approved","Thu Nov 14 12:10:16 PST 2019","Thu Nov 14 12:23:38 PST 2019","Sun Nov 17 12:23:38 PST 2019","Thu Nov 14 18:13:00 PST 2019","","","802","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","31N2WW6R9SOTNVYCCJLGFK6881DF3R","A3F0NFNLOLFJT0","Approved","Thu Nov 14 11:08:21 PST 2019","Thu Nov 14 11:22:54 PST 2019","Sun Nov 17 11:22:54 PST 2019","Thu Nov 14 18:13:00 PST 2019","","","873","100% (6/6)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3GGAI1SQEWWN65MCRZ0U3DUBBGHCMA","A1C59M3HPCO503","Approved","Thu Nov 14 12:09:45 PST 2019","Thu Nov 14 12:25:13 PST 2019","Sun Nov 17 12:25:13 PST 2019","Thu Nov 14 18:13:03 PST 2019","","","928","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3Z9WI9EOZ0MJXPXPSF1FZRZNZ2CKH5","A2MUCL20GTQJA0","Approved","Thu Nov 14 11:13:32 PST 2019","Thu Nov 14 11:29:01 PST 2019","Sun Nov 17 11:29:01 PST 2019","Thu Nov 14 18:13:07 PST 2019","","","929","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3UOUJI6MTECUMB2GRXN380WFPKXUXB","A4E1UYPDHE8D8","Approved","Thu Nov 14 11:26:00 PST 2019","Thu Nov 14 11:42:44 PST 2019","Sun Nov 17 11:42:44 PST 2019","Thu Nov 14 18:13:06 PST 2019","","","1004","100% (14/14)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3RSDURM96BK2XKV46TU0NWHL51TEYE","A3LA5P3N3KI8U7","Approved","Thu Nov 14 11:08:15 PST 2019","Thu Nov 14 11:25:51 PST 2019","Sun Nov 17 11:25:51 PST 2019","Thu Nov 14 18:13:05 PST 2019","","","1056","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3Y5140Z9DYEK4B5PBPO8VKM1TPXPI4","A1DVKS3R9SLQ1H","Approved","Thu Nov 14 11:08:20 PST 2019","Thu Nov 14 11:28:01 PST 2019","Sun Nov 17 11:28:01 PST 2019","Thu Nov 14 18:13:06 PST 2019","","","1181","100% (2/2)","100% (2/2)","100% (1/1)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3E13VNJ1NOTHNJMNQNDIUO43Q9RI1T","A2IQ0QCTQ3KWLT","Approved","Thu Nov 14 11:08:12 PST 2019","Thu Nov 14 11:31:06 PST 2019","Sun Nov 17 11:31:06 PST 2019","Thu Nov 14 18:13:03 PST 2019","","","1374","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3P59JYT76MIELIKU33C0DEGHTXP2TH","A12HZGOZQD5YK7","Approved","Thu Nov 14 11:22:07 PST 2019","Thu Nov 14 11:46:17 PST 2019","Sun Nov 17 11:46:17 PST 2019","Thu Nov 14 18:13:04 PST 2019","","","1450","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3YJ6NA41JCEGZMPVT7987L1164MPJG","A1K8QNLYYYX21W","Approved","Thu Nov 14 11:08:16 PST 2019","Thu Nov 14 11:33:16 PST 2019","Sun Nov 17 11:33:16 PST 2019","Thu Nov 14 18:13:06 PST 2019","","","1500","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3TS1AR6UQRCBOEZZEVO6S1IOD3ZF7W","AV22FQTJNBUZT","Approved","Thu Nov 14 11:08:23 PST 2019","Thu Nov 14 11:33:27 PST 2019","Sun Nov 17 11:33:27 PST 2019","Thu Nov 14 18:13:05 PST 2019","","","1504","100% (6/6)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","37W3JXSD676WEKHVRTO692OLC5YWYC","A110KENBXU7SUJ","Approved","Thu Nov 14 11:08:13 PST 2019","Thu Nov 14 11:40:54 PST 2019","Sun Nov 17 11:40:54 PST 2019","Thu Nov 14 18:13:02 PST 2019","","","1961","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3AMW0RGHOE0CICGG85100SIIFORPNK","A3FGT6EU39C6S4","Approved","Thu Nov 14 11:08:24 PST 2019","Thu Nov 14 11:41:36 PST 2019","Sun Nov 17 11:41:36 PST 2019","Thu Nov 14 18:13:03 PST 2019","","","1992","100% (2/2)","100% (2/2)","100% (1/1)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3LYA37P8IRL96CU3SNRJDGWP4P7KBP","A3UUH3632AI3ZX","Approved","Thu Nov 14 12:09:35 PST 2019","Thu Nov 14 12:43:06 PST 2019","Sun Nov 17 12:43:06 PST 2019","Thu Nov 14 18:13:04 PST 2019","","","2011","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","39LNWE0K4VUXWGDLSBN25Q9016PUI5","A2EI075XZT9Y2S","Approved","Thu Nov 14 11:08:14 PST 2019","Thu Nov 14 11:41:48 PST 2019","Sun Nov 17 11:41:48 PST 2019","Thu Nov 14 18:13:02 PST 2019","","","2014","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3A4NIXBJ77XG99GI4CTT6WKY5OGMLJ","A2P065E9CYMYJL","Approved","Thu Nov 14 11:08:12 PST 2019","Thu Nov 14 11:45:55 PST 2019","Sun Nov 17 11:45:55 PST 2019","Thu Nov 14 18:13:02 PST 2019","","","2263","100% (3/3)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","392CY0QWG2PYFIJ6D5WKSMB62T1I46","A3BHRFFG75X3GO","Approved","Thu Nov 14 11:08:14 PST 2019","Thu Nov 14 11:46:58 PST 2019","Sun Nov 17 11:46:58 PST 2019","Thu Nov 14 18:13:02 PST 2019","","","2324","100% (2/2)","100% (2/2)","100% (1/1)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","38BQUHLA9XYOFUJFH49LYDOS0TLMO0","A3FOKP72T5I4FR","Approved","Thu Nov 14 11:08:18 PST 2019","Thu Nov 14 11:48:23 PST 2019","Sun Nov 17 11:48:23 PST 2019","Thu Nov 14 18:13:02 PST 2019","","","2405","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3W2LOLRXLCDWMJBSOKD9DV1TMBAKR2","A3UV55HC87DO9C","Approved","Thu Nov 14 11:08:25 PST 2019","Thu Nov 14 11:48:37 PST 2019","Sun Nov 17 11:48:37 PST 2019","Thu Nov 14 18:13:06 PST 2019","","","2412","100% (2/2)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3U5JL4WY5L7V5D81CRWLVWYLQ65X4L","A147F5PJTHOB8A","Approved","Thu Nov 14 11:08:17 PST 2019","Thu Nov 14 11:49:05 PST 2019","Sun Nov 17 11:49:05 PST 2019","Thu Nov 14 18:13:05 PST 2019","","","2448","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3U5NZHP4LS0K8GU5576NV8LMTCIPHB","A3FJCLBK3HF4PD","Approved","Thu Nov 14 11:08:16 PST 2019","Thu Nov 14 11:49:55 PST 2019","Sun Nov 17 11:49:55 PST 2019","Thu Nov 14 18:13:06 PST 2019","","","2499","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","384PI804XTZ6A841ZG3WKLRGUFNS0S","A36SM7QM8OK3H6","Approved","Thu Nov 14 11:08:11 PST 2019","Thu Nov 14 11:50:27 PST 2019","Sun Nov 17 11:50:27 PST 2019","Thu Nov 14 18:13:02 PST 2019","","","2536","100% (1/1)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3TXMY6UCAFMERKK4JS7BKMEGLGZCQG","A1V2H0UF94ATWY","Approved","Thu Nov 14 11:08:18 PST 2019","Thu Nov 14 11:51:17 PST 2019","Sun Nov 17 11:51:17 PST 2019","Thu Nov 14 18:13:05 PST 2019","","","2579","100% (3/3)","100% (1/1)","0% (0/0)","COMPL3T3"
"3IYI9285WSYUJDIXXZI0Z165KVTJCR","3BKZR1PB4HBK47NXZMBQYW7UQWWK6V","Answer questions about mobile app privacy","Answer a few questions about mobile app privacy","mobile, app, privacy","$2.00","Thu Nov 14 11:06:35 PST 2019","51","BatchId:3835786;OriginalHitTemplateId:920937340;","3600","259200","Thu Nov 21 11:06:35 PST 2019","","","3B1NLC6UG0U68KZUL1O5A89LEC5PGC","A320QA9HJFUOZO","Approved","Thu Nov 14 11:08:12 PST 2019","Thu Nov 14 11:51:53 PST 2019","Sun Nov 17 11:51:53 PST 2019","Thu Nov 14 18:13:03 PST 2019","","","2621","100% (6/6)","100% (1/1)","0% (0/0)","COMPL3T3"
